numero;sigle;libelle;groupe_disciplinaire;toutes_les_disciplines;discipline_principale;localisation;liste_tous_etablissements;laboratoires_rattaches;annee_de_creation;annee_accreditation;duree_accreditation;code_etablissement_support;etablissement_support;code_etablissements_coaccredites;etablissements_coaccredites;codes_etablissements_associes;etablissements_associes;liste_codes_tous_etablissements;disciplines_secondaires;identifiants_des_laboratoires;civilite_du_directeur;prenom_du_directeur;nom_du_directeur;telephone;mail;site_web;adresse_postale;code_postal;code_commune;libelle_commune;code_unite_urbaine;libelle_unite_urbaine;code_departement;libelle_departement;code_academie;libelle_academie;code_region;libelle_region;ville;coordonnees_geographiques;url_structures_de_recherche_actives;code_region_avant2016;libelle_region_avant2016
132;;Sciences du langage;Sciences humaines et sociales;Sciences humaines et humanités;Sciences humaines et humanités;Île-de-France>Paris>Paris 13e  Arrondissement;"COMUE Université Sorbonne Paris Cité;Université Paris Diderot";"EA 3967;INRIA 1;UMR 7110;UMR 7597;UMR 8094;UMR 8135";1992;2014;5.0;0755598C;COMUE Université Sorbonne Paris Cité;0751723R;Université Paris Diderot;;;"0755598C;0751723R";;"200515225G;200818336A;200112497J;199712643K;200012753S;200212791Z";Madame;Ioana;CHITORAN;01 57 27 57 49;ed@linguist.univ-paris-diderot.fr;http://ed132.ed.univ-paris-diderot.fr/doku.php;Université Paris 7 UFR de Linguistique Bât Olympe de Gouges 5 rue Thomas Mann;75205;75113;Paris 13e  Arrondissement;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;PARIS CEDEX 13;48.8265348, 2.382316;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=132;R11;Île-de-France
171;TSE;Ecole d'économie de Toulouse;Sciences humaines et sociales;Sciences de la société;Sciences de la société;Midi-Pyrénées>Toulouse>Haute-Garonne>Toulouse;"Université Toulouse 1 - Capitole;École des hautes études en sciences sociales (EHESS)";EA 3689;1993;2011;5.0;0311382J;Université Toulouse 1 - Capitole;;;0753742K;École des hautes études en sciences sociales (EHESS);"0311382J;0753742K";;200314961D;Monsieur;Patrick;FEVE;05 61 12 87 65;"caroline.tejedor@ut-capitole.fr;laurence.delorme@ut-capitole.fr";http://ecole.tse-fr.eu/cole/pr-sentation;Ecole d'économie de Toulouse Manufacture des Tabacs, 21 allée de Brienne;31015;31555;Toulouse;UU31701;Toulouse;D031;Haute-Garonne;A16;Toulouse;R76;Languedoc-Roussillon - Midi-Pyrénées;TOULOUSE CEDEX 6;43.60635, 1.4356166;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=171;R73;Midi-Pyrénées
178;;Sciences Fondamentales;Sciences exactes;"Chimie;Mathématiques et leurs interactions;Physique;Sciences de la terre et de l'univers, espace";Chimie;Auvergne>Clermont-Ferrand>Puy-de-Dôme>Clermont-Ferrand>Aubière;"Université Blaise Pascal Celrmont-Ferrand 2;Université d'Auvergne";"EA 4646;UM 64;UMR 6016;UMR 6296;UMR 6533;UMR 6602;UMR 6620;UMR_S 990";1994;2012;5.0;0631525R;Université Blaise Pascal Celrmont-Ferrand 2;;;0631262E;Université d'Auvergne;"0631525R;0631262E";"Mathématiques et leurs interactions;Physique;Sciences de la terre et de l'univers, espace";"201220064L;200817617U;200012116Z;201220211W;197412323M;199412376H;199112391M;201019273K";Monsieur;Patrice;MALFREYT;04 73 40 72 04;Patrice.Malfreyt@univ-bpclermont.fr,Sylvie.Desmet@univ-bpclermont.fr;http://edsf.univ-bpclermont.fr/;Ecole Doctorale Sciences Fondamentales Institut de chimie de Clermont-Ferrand (IICF) UMR CNRS 6296 Groupe Themodynamique et Interactions Moleculaires(GTIM) Campus des Cézeaux  Bât. Chimie 7, 24 avenue des Landais BP 80026;63171;63014;Aubière;UU63701;Clermont-Ferrand;D063;Puy-de-Dôme;A06;Clermont-Ferrand;R84;Auvergne - Rhône-Alpes;Aubière Cedex;45.7617581, 3.1177173;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=178;R83;Auvergne
209;SPI;Sciences Physiques et de l'Ingénieur;Sciences exactes;"Physique;Sciences de la terre et de l'univers, espace;Sciences pour l'ingénieur;Sciences et technologies de l'information et de la communication";Physique;Aquitaine>Bordeaux>Gironde>Bordeaux>Talence;"Université de Bordeaux;Intitut polytechnique de Bordeaux";"UMR 5107;UMR 5218;UMR 5258;UMR 5295;UMR 5536;UMR 5797;UMR 5798;UMR 5801;UMR 5804;UMR 5805;UPR 8641";1995;2014;2.0;0333298F;Université de Bordeaux;;;0333232J;Intitut polytechnique de Bordeaux;"0333298F;0333232J";"Sciences de la terre et de l'univers, espace;Sciences pour l'ingénieur;Sciences et technologies de l'information et de la communication";"199911792B;200711887V;200711923J;201119386D;199511980Y;199512079F;199512080G;199512081H;199712084C;199512085M;196817561G";Monsieur;Eric;MEVEL;05 40 00 65 25;edoc.spi@u-bordeaux.fr;https://edspi.u-bordeaux.fr/;Université de bordeaux ED SPI Bât A1, 351 cours de la Libération;33405;33522;Talence;UU33701;Bordeaux;D033;Gironde;A04;Bordeaux;R75;Aquitaine - Limousin - Poitou-Charentes;TALENCE;44.8088489, -0.5914614;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=209;R72;Aquitaine
216;EDISCE;Ingénierie pour la santé, la cognition, l'environnement;Pluridisciplinaire Sciences humaines et sociales - Sciences exactes - Sciences du vivant;"Biologie, médecine,santé;Mathématiques et leurs interactions;Physique;Sciences de la terre et de l'univers, espace;Sciences humaines et humanités;Sciences et technologies de l'information et de la communication;Sciences agronomiques et écologiques";Biologie, médecine,santé;Rhône-Alpes>Grenoble>Isère>Grenoble>La Tronche;COMUE Université Grenoble Alpes;"EA 3703;EA 3706;EA 3747;EA 599;EA 647;UMR 5105;UMR 5108;UMR 5127;UMR 5130;UMR 5159;UMR 5190;UMR 5191;UMR 5194;UMR 5204;UMR 5216;UMR 5553;UMR 5558;UMR 5628;UMR 5814";1995;2014;2.0;0383412C;COMUE Université Grenoble Alpes;;;;;0383412C;"Mathématiques et leurs interactions;Physique;Sciences de la terre et de l'univers, espace;Sciences humaines et humanités;Sciences et technologies de l'information et de la communication;Sciences agronomiques et écologiques";"200314973S;200314976V;200315016N;199113160Y;199113176R;199911790Z;199111793M;200111810M;200111812P;200311834E;200311861J;200311862K;200311865N;200511874P;200711885T;199511994N;199411998X;199512057G;199512089S";Madame;Anne;GUERIN-DUGUE;04 56 52 00 21;edisce@ujf-grenoble.fr;http://www-sante.ujf-grenoble.fr/edisce/;Université Joseph Fourier, Pavillon Taillefer Allée des Alpes;38700;38516;La Tronche;UU38701;Grenoble;D038;Isère;A08;Grenoble;R84;Auvergne - Rhône-Alpes;LA TRONCHE;45.1979155, 5.7486115;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=216;R82;Rhône-Alpes
224;;Cognition, langage, interaction;Pluridisciplinaire Sciences humaines et sociales - Sciences exactes;Sciences humaines et humanités;Sciences humaines et humanités;Île-de-France>Créteil>Seine-Saint-Denis>Paris>Saint-Denis;Université Paris 8 - Vincennes - Saint-Denis;"EA 2027;EA 349;EA 4004;EA 4386;UMR 7023;UMR 7539";1995;2014;5.0;0931827F;Université Paris 8 - Vincennes - Saint-Denis;;;;;0931827F;;"199213675D;199213070W;200515259U;200918460F;200112427H;199712596J";Monsieur;Emmanuel;SANDER;01 49 40 73 68;rlara@univ-paris8.fr;http://www.cli.univ-paris8.fr/;Université Paris 8 ED Cognition, langage, interaction Bâtiment D Bureau 220, 2 rue de la liberté;93526;93066;Saint-Denis;UU00851;Paris;D093;Seine-Saint-Denis;A24;Créteil;R11;Île-de-France;SAINT-DENIS CEDEX;48.9456988, 2.3630535;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=224;R11;Île-de-France
245;;Sciences économiques, Juridiques, Politiques et de Gestion;Sciences humaines et sociales;Sciences de la société;Sciences de la société;Auvergne>Clermont-Ferrand>Puy-de-Dôme>Clermont-Ferrand;Université d'Auvergne;"EA 3849;EA 4232;UMR 6587";1996;2012;5.0;0631262E;Université d'Auvergne;;;;;0631262E;;"200415109K;200815469J;199612364L";Monsieur;Mohamed;AROURI;04 73 17 74 09;mohamed.arouri@udamail.fr,secretariat.ed@udamail.fr;http://www.u-clermont1.fr/ed245.html;CERDI, 65 Boulevard François Mitterrand;63000;63113;Clermont-Ferrand;UU63701;Clermont-Ferrand;D063;Puy-de-Dôme;A06;Clermont-Ferrand;R84;Auvergne - Rhône-Alpes;CLERMONT-FERRAND;45.7707577, 3.0863058;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=245;R83;Auvergne
254;SDLM;Sciences de la matière;Sciences exactes;"Physique;Sciences de la terre et de l'univers, espace;Chimie;Sciences humaines et humanités;Sciences pour l'ingénieur;Sciences et technologies de l'information et de la communication";Physique;Bretagne>Rennes>Ille-et-Vilaine>Rennes;"Université de Rennes 1;École nat. sup. de chimie de Rennes;Institut national des sciences appliquées  de Rennes (INSA);Institut supérieur des sciences agronomiques, agroalimentaires, horticoles et du paysage";"EA 3913;EA 4282;UMR 6082;UMR 6118;UMR 6226;UMR 6251;UMR 6566";1996;2012;5.0;0350936C;Université de Rennes 1;"0350077U;0350097R;0352692L";"École nat. sup. de chimie de Rennes;Institut national des sciences appliquées  de Rennes (INSA);Institut supérieur des sciences agronomiques, agroalimentaires, horticoles et du paysage";;;"0350936C;0350077U;0350097R;0352692L";"Sciences de la terre et de l'univers, espace;Chimie;Sciences humaines et humanités;Sciences pour l'ingénieur;Sciences et technologies de l'information et de la communication";"200415172D;200815519N;200012165C;200012191F;200612270R;200812287A;199512347X";Monsieur;Jean-François;CARPENTIER;02 23 23 64 45;sdlm@univ-rennes1.fr;http://www.sdlm.ueb.eu/;Université de Rennes 1_x000D_ ED SDLM_x000D_ Bât. 1 campus Beaulieu - Pôle Espace Doctoral, 263 avenue du General Leclerc_x000D_ CS 74205;35042;35238;Rennes;UU35701;Rennes;D035;Ille-et-Vilaine;A14;Rennes;R53;Bretagne;RENNES CEDEX;48.1144031, -1.6366721;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=254;R53;Bretagne
266;BioSE;Biologie - Santé - Environnement;Sciences du vivant;Biologie, médecine,santé;Biologie, médecine,santé;Lorraine>Nancy-Metz>Meurthe-et-Moselle>Nancy>Vandoeuvre-lès-Nancy;Université de Lorraine;"EA 3450;EA 3452;EA 4360;EA 7300;UMR 7036;UMR 7039;UMR 7178;UMR 7365;UMR 7563;UMR 7564;UMR 7565;UMR_A 1128;UMR_A 1136;UMR_A 1137;UMR_S 1122;UMR_S 947;UMR_S 954;UMR_S 961";1997;2013;5.0;0542493S;Université de Lorraine;;;;;0542493S;;"200114726G;200114728J;200918432A;201320858V;200112437U;200112440X;200612557C;201320578R;197612609P;199412610M;199712611A;200117305K;200117307M;200117309P;201320745X;200918508H;200919208U;200919207T";Monsieur;Patrick;MENU;03 83 68 41 91;helene.primerano@univ-lorraine.fr;http://biose.univ-lorraine.fr/;Ecole doctorale BioSE  Galerie de l'Atrium bât. Du 2ème cycle Campus Sciences, Boulevard des Aiguillettes BP 70239;54505;54547;Vandoeuvre-lès-Nancy;UU54701;Nancy;D054;Meurthe-et-Moselle;A12;Nancy-Metz;R44;Alsace - Champagne-Ardenne - Lorraine;VANDOEUVRE-LES-NANCY CEDEX;48.6670565, 6.1649111;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=266;R41;Lorraine
267;;Arts & médias;Sciences humaines et sociales;Sciences humaines et humanités;Sciences humaines et humanités;Île-de-France>Paris>Paris  5e  Arrondissement;"COMUE Université Sorbonne Paris Cité;École normale supérieure de Paris;COMUE Paris Sciences et Lettres";"EA 1484;EA 185;EA 3959;EA 4400;EA 7343;UMR 8070";1997;2014;5.0;0755598C;COMUE Université Sorbonne Paris Cité;"0753455Y;0755575C";"École normale supérieure de Paris;COMUE Paris Sciences et Lettres";;;"0755598C;0753455Y;0755575C";;"199213474K;199213046V;200515217Y;200918453Y;201420793V;199816806F";;;;01 45 87 79 48;ed267@univ-paris3.fr;http://www.univ-paris3.fr/ed267;Centre Bièvre porte B1, 1 rue Censier;75005;75105;Paris  5e  Arrondissement;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;PARIS;48.8411621, 2.3559739;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=267;R11;Île-de-France
268;;Langage et langues : description, théorisation, transmission;Sciences humaines et sociales;Sciences humaines et humanités;Sciences humaines et humanités;Île-de-France>Paris>Paris  5e  Arrondissement;COMUE Université Sorbonne Paris Cité;"EA 1483;EA 1734;EA 2288;UMR 7018;UMR 7107;UMR 7528;UMR 7597;UMR 8094";1997;2014;5.0;0755598C;COMUE Université Sorbonne Paris Cité;;;;;0755598C;;"199213473J;199213567L;199713841M;200112425F;200112494F;199712589B;199712643K;200012753S";;;;01 45 87 79 39;ed268@univ-paris3.fr;http://www.univ-paris3.fr/ed268;Centre Bièvre, 1 rue Censier;75005;75105;Paris  5e  Arrondissement;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;PARIS;48.8411621, 2.3559739;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=268;R11;Île-de-France
284;DSH;Droit et sciences humaines;Sciences humaines et sociales;"Sciences de la société;Sciences humaines et humanités";Sciences de la société;Île-de-France>Versailles>Val-d'Oise>Paris>Cergy;COMUE Université Paris-Seine;"EA 2530;EA 4113;EA 4458;UMR 7187";1998;2015;5.0;0952199Z;COMUE Université Paris-Seine;;;;;0952199Z;Sciences humaines et humanités;"199814059V;200615357W;201019098V;200712563E";Monsieur;PERNOT;FRANÇOIS;01 34 25 62 12;eddsh@ml.u-cergy.fr;http://www.collegedoctoral.u-cergy.fr/;Université de Cergy-Pontoise ED DSH, 33 boulevard du Port;95011;95127;Cergy;UU00851;Paris;D095;Val-d'Oise;A25;Versailles;R11;Île-de-France;CERGY-PONTOISE CEDEX;49.0387617, 2.0757163;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=284;R11;Île-de-France
351;SPMII;Sciences Physiques, Mathématiques et de l'Information pour l'Ingénieur;Sciences exactes;"Sciences pour l'ingénieur;Mathématiques et leurs interactions;Physique;Chimie;Sciences et technologies de l'information et de la communication";Sciences pour l'ingénieur;Haute-Normandie>Rouen>Seine-Maritime>Rouen>Mont-Saint-Aignan;"COMUE Normandie Universités;École supérieure d'ingénieurs en génie électrique";"EA 3220;EA 3226;EA 3233;EA 3821;EA 3828;EA 4108;EA 4528;EA 4704;UMR 6085;UMR 6294;UMR 6614;UMR 6634";2000;2015;2.0;0142382N;COMUE Normandie Universités;;;0762378X;École supérieure d'ingénieurs en génie électrique;"0142382N;0762378X";"Mathématiques et leurs interactions;Physique;Chimie;Sciences et technologies de l'information et de la communication";"200014518K;200014524S;200014531Z;200415081E;200415088M;200615352R;201019048R;201220196E;200012167E;200817602C;199612386K;199612405F";Monsieur;Didier;BLAVETTE;02 32 95 51 29;;http://spmii.formations.univ-rouen.fr/;ED SPM2I Université de Rouen Avenue de l'Université BP 12;76821;76451;Mont-Saint-Aignan;UU00755;Rouen;D076;Seine-Maritime;A21;Rouen;R28;Normandie;SAINT ETIENNE DU ROUVRAY CEDEX;49.3870486, 1.0650878;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=351;R23;Haute-Normandie
352;;Physique et Sciences de la Matière;Sciences exactes;"Physique;Sciences de la terre et de l'univers, espace;Chimie;Biologie, médecine,santé;Sciences pour l'ingénieur";Physique;Provence-Alpes-Côte d'Azur>Aix-Marseille>Bouches-du-Rhône>Marseille - Aix-en-Provence>Marseille  9e  Arrondissement;"Aix-Marseille Université;École centrale de Marseille;Institut national des sciences et techniques nucléaires";"UM 61;UMR 7246;UMR 7249;UMR 7273;UMR 7325;UMR 7326;UMR 7332;UMR 7334;UMR 7341;UMR 7345;UMR 7346";2000;2012;6.0;0134009M;Aix-Marseille Université;0133774G;École centrale de Marseille;0910685A;Institut national des sciences et techniques nucléaires;"0134009M;0133774G;0910685A";"Sciences de la terre et de l'univers, espace;Chimie;Biologie, médecine,santé;Sciences pour l'ingénieur";"200817464C;201220355C;200012202T;201220354B;200816949T;200012183X;199217101C;201220336G;201220258X;201220272M;201220247K";Monsieur;Conrad;BECKER;04 91 82 91 80;michele.francia@univ-amu.fr;http://ed352.sciences.univmed.fr;Aix-Marseille université Faculté des Sciences  Campus de Luminy Bât. TPR2 Case 901,  163 avenue de Luminy;13288;13209;Marseille  9e  Arrondissement;UU00759;Marseille - Aix-en-Provence;D013;Bouches-du-Rhône;A02;Aix-Marseille;R93;Provence-Alpes-Côte d'Azur;MARSEILLE CEDEX 09;43.2314739, 5.4396339;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=352;R93;Provence-Alpes-Côte d'Azur
355;;Espaces, Cultures, Sociétés;Sciences humaines et sociales;"Sciences humaines et humanités;Sciences de la société";Sciences humaines et humanités;Provence-Alpes-Côte d'Azur>Aix-Marseille>Bouches-du-Rhône>Marseille - Aix-en-Provence>Aix-en-Provence;"Aix-Marseille Université;Institut d'études politiques de Lyon d'Aix-en-Provence (IEP);École nat. sup. d'architecture de Marseille";"EA 3273;EA 3276;EA 3278;EA 4261;EA 849;EA 854;EA 889;UM 34;UMR 7269;UMR 7297;UMR 7298;UMR 7299;UMR 7300;UMR 7303;UMR 7305;UMR 7306;UMR 7307;UMR 7308;UMR 7310;UMR 7317;UMR 8562;UMR_D 151;UMR_S 912;USR 3155";2000;2012;6.0;0134009M;Aix-Marseille Université;;;"0130221V;0130236L";"Institut d'études politiques de Lyon d'Aix-en-Provence (IEP);École nat. sup. d'architecture de Marseille";"0134009M;0130221V;0130236L";Sciences de la société;"200014571T;200014574W;200014576Y;200815498R;199213249R;199213253V;199213258A;199812406Y;201220306Z;201220312F;199412353H;201220305Y;201220240C;201220311E;200012199P;201220304X;199112368M;199612355B;199612349V;201220323T;199812890Z;200217423J;200817366W;200417077Z";Madame;Sabine;LUCIANI;04 42 52 42 79;sabine.luciani@univ-amu.fr,ed355@mmsh.univ-aix.fr;http://www.mmsh.univ-aix.fr/formations/ecole-doctorale/Pages/default.aspx;MMSH 5, rue du Chateau de l'Horloge BP 647;13094;13001;Aix-en-Provence;UU00759;Marseille - Aix-en-Provence;D013;Bouches-du-Rhône;A02;Aix-Marseille;R93;Provence-Alpes-Côte d'Azur;AIX EN PROVENCE;43.529742, 5.447427;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=355;R93;Provence-Alpes-Côte d'Azur
401;;Sciences Sociales;Pluridisciplinaire Sciences humaines et sociales - Sciences exactes;Sciences de la société;Sciences de la société;Île-de-France>Créteil>Seine-Saint-Denis>Paris>Saint-Denis;Université Paris 8 - Vincennes - Saint-Denis;"EA 1581;EA 3388;EA 3391;EA 353;EA 3971;EA 4383;EA 4387;UMR 7217;UMR 7533;UMR 8185";2000;2014;5.0;0931827F;Université Paris 8 - Vincennes - Saint-Denis;;;;;0931827F;;"199213512B;200114665R;200114668U;199213073Z;200515229L;200918461G;200918514P;200918478A;199712591D;200612832B";Monsieur;Alphonse;YAPI-DIAHOU;01 49 40 73 63;ed-scsoc@univ-paris8.fr;http://www.sciences-sociales.univ-paris8.fr/;ED Sciences sociales Université Paris 8 Bâtiment D Bureau 215, 2 rue de la Liberté;93526;93066;Saint-Denis;UU00851;Paris;D093;Seine-Saint-Denis;A24;Créteil;R11;Île-de-France;SAINT-DENIS CEDEX;48.9456988, 2.3630535;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=401;R11;Île-de-France
412;SESAMES;Synthèse, Expériences, Simulations, Applications : de la Molécule aux Edifices Supramoléculaires;Sciences exactes;Chimie;Chimie;Lorraine>Nancy-Metz>Meurthe-et-Moselle>Nancy>Vandoeuvre-lès-Nancy;Université de Lorraine;"EA 4632;UMR 7036;UMR 7198;UMR 7564;UMR 7565";2000;2013;5.0;0542493S;Université de Lorraine;;;;;0542493S;;"201019679B;200112437U;200918462H;199412610M;199712611A";Monsieur;Xavier;ASSFELD;03 83 68 43 72;ed-sesames-contact@univ-lorraine.fr;http://sesames.univ-lorraine.fr/;ED SESAMES Université de Lorraine Faculté des Sciences et des Tecchnologies Bât 2ème cycle, Boulevard des Aiguillettes;54500;54547;Vandoeuvre-lès-Nancy;UU54701;Nancy;D054;Meurthe-et-Moselle;A12;Nancy-Metz;R44;Alsace - Champagne-Ardenne - Lorraine;VANDOEUVRE LES NANCY;48.6729809, 6.153768;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=412;R41;Lorraine
460;SJ;Sciences Juridiques;Sciences humaines et sociales;Sciences de la société;Sciences de la société;Rhône-Alpes>Grenoble>Isère>Grenoble>Saint-Martin-d'Hères;COMUE Université Grenoble Alpes;UMR 5194;2003;2014;2.0;0383412C;COMUE Université Grenoble Alpes;;;;;0383412C;;200311865N;Monsieur;Damien;SALLES;04 76 82 58 05;edsj@upmf-grenoble.fr,pascale.berta@upmf-grenoble.fr;http://edsj.upmf-grenoble.fr;ED Sciences Juridiques Faculté de Droit Domaine universitaire,  73 rue des Universités;38040;38421;Saint-Martin-d'Hères;UU38701;Grenoble;D038;Isère;A08;Grenoble;R84;Auvergne - Rhône-Alpes;Saint Martin d'Hères;45.1896155, 5.7694371;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=460;R82;Rhône-Alpes
461;;Droit et Science Politique;Sciences humaines et sociales;Sciences de la société;Sciences de la société;Languedoc-Roussillon>Montpellier>Hérault>Montpellier;"Université Montpellier;Université du Sud Toulon - Var";"EA 2037;EA 2038;EA 2996;EA 3164;EA 3788;EA 3976;EA 4216;EA 707;EA 712;UMR 5112;UMR 5815";2003;2015;5.0;0342321N;Université Montpellier;0830766G;Université du Sud Toulon - Var;;;"0342321N;0830766G";;"199513678U;199513679V;199914315U;200014463A;200415049V;200515232P;200715454X;199113197N;199113200S;198811797E;199712090J";Monsieur;Jérôme;ROUX;04 34 43 27 90;ecoledoctorale@umontpellier.fr;http://ed461.edu.umontpellier.fr/;UFR de Droit et Science politique, 39 rue de l'Université;34060;34172;Montpellier;UU34701;Montpellier;D034;Hérault;A11;Montpellier;R76;Languedoc-Roussillon - Midi-Pyrénées;MONTPELLIER;43.6140297, 3.877199;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=461;R91;Languedoc-Roussillon
473;SHS;Sciences de l'Homme et de la Société;Sciences humaines et sociales;Sciences humaines et humanités;Sciences humaines et humanités;Nord-Pas-de-Calais>Lille>Nord>Lille (partie française)>Villeneuve-d'Ascq;"Université Lille 3 - Charles-de-Gaulle;Université de Valenciennes et du Hainaut-Cambrésis;Université Lille 1 - Sciences technologies;Université du Littoral Côte d'Opale;Université d'Artois;École nat. sup. d'architecture et de paysage de Lille";"EA 1059;EA 1061;EA 2445;EA 3587;EA 3589;EA 4027;EA 4028;EA 4030;EA 4072;EA 4073;EA 4074;EA 4343;EA 4354;EA 4520;EA 4521;UMR 8022;UMR 8163;UMR 8164;UMR 8529";2006;2015;5.0;0593561A;Université Lille 3 - Charles-de-Gaulle;"0593279U;0593559Y;0595964M;0623957P";"Université de Valenciennes et du Hainaut-Cambrésis;Université Lille 1 - Sciences technologies;Université du Littoral Côte d'Opale;Université d'Artois";0590337W;École nat. sup. d'architecture et de paysage de Lille;"0593561A;0593279U;0593559Y;0595964M;0623957P;0590337W";;"199213324X;199213326Z;199813976E;200214862A;200214864C;200615278K;200615279L;200615281N;200615318D;200615319E;200615320F;200815571V;200815582G;201019045M;201019110H;200212696W;200612815H;200612816J;199812857N";Madame;Catherine;MAIGNANT;03 20 41 68 48;sec-edhs@pres-ulnf.fr;http://edshs.meshs.fr/;Université de Lille 3 Bâtiment F Maison de la Recherche Domaine universitaire du Pont de bois BP 60149;59653;59009;Villeneuve-d'Ascq;UU59702;Lille (partie française);D059;Nord;A09;Lille;R32;Nord-Pas-de-Calais - Picardie;VILLENEUVE D'ASCQ CEDEX;50.630489, 3.120927;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=473;R31;Nord-Pas-de-Calais
